date,time,home_team,home_team_number,away_team,away_team_number,goal_team,goal_time,result_home_team,result_away_team,valid_goal,season,day,match_id
2004/08/21,20:00:00,Lierse SK,4079,GBA,None,Lierse SK,8',1,0,True,2004,3,24716
2004/08/21,20:00:00,Lierse SK,4079,GBA,None,Lierse SK,18',2,0,True,2004,3,24716
2004/08/21,20:00:00,KV Oostende,31,FCB,253,FCB,54',0,1,True,2004,3,24717
2004/08/21,20:00:00,KV Oostende,31,FCB,253,KV Oostende,70',1,1,True,2004,3,24717
2004/08/21,20:00:00,KV Oostende,31,FCB,253,KV Oostende,71',1,1,False,2004,3,24717
2004/08/21,20:00:00,KV Oostende,31,FCB,253,FCB,81',1,2,True,2004,3,24717
2004/08/21,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,3',0,1,True,2004,3,24718
2004/08/21,20:00:00,R Charleroi SC,29,KVCWes,None,R Charleroi SC,76',0,1,False,2004,3,24718
2004/08/21,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,76',0,1,False,2004,3,24718
2004/08/21,20:00:00,R Charleroi SC,29,KVCWes,None,KVCWes,87',0,1,False,2004,3,24718
2004/08/21,20:00:00,Exc. Mouscron,None,STVV,None,Exc. Mouscron,22',1,0,True,2004,3,24719
2004/08/21,20:00:00,Exc. Mouscron,None,STVV,None,Exc. Mouscron,34',2,0,True,2004,3,24719
2004/08/21,20:00:00,Exc. Mouscron,None,STVV,None,Exc. Mouscron,44',3,0,True,2004,3,24719
2004/08/21,20:00:00,Exc. Mouscron,None,STVV,None,Exc. Mouscron,58',4,0,True,2004,3,24719
2004/08/22,15:00:00,Cercle Brugge,12,SL,231,SL,9',0,1,True,2004,3,24720
2004/08/22,15:00:00,Cercle Brugge,12,SL,231,Cercle Brugge,66',1,1,True,2004,3,24720
2004/08/22,15:00:00,Cercle Brugge,12,SL,231,SL,67',1,1,False,2004,3,24720
2004/08/22,15:00:00,Cercle Brugge,12,SL,231,SL,69',1,2,True,2004,3,24720
2004/08/22,15:00:00,Cercle Brugge,12,SL,231,SL,83',1,3,True,2004,3,24720
2004/08/22,15:00:00,FC Brussel,1,RAA La,51,RAA La,5',0,1,True,2004,3,24721
2004/08/22,15:00:00,FC Brussel,1,RAA La,51,FC Brussel,51',1,1,True,2004,3,24721
2004/08/22,20:00:00,KRC Genk,290,LOK,801,LOK,47',0,1,True,2004,3,24722
2004/08/22,20:00:00,KRC Genk,290,LOK,801,KRC Genk,65',1,1,True,2004,3,24722
2004/08/22,20:00:00,KRC Genk,290,LOK,801,KRC Genk,82',2,1,True,2004,3,24722
2004/08/27,20:30:00,La Louviere,51,Genk,290,La Louviere,55',1,0,True,2004,4,24723
2004/08/27,20:30:00,La Louviere,51,Genk,290,La Louviere,70',2,0,True,2004,4,24723
2004/08/28,20:00:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,35',1,0,True,2004,4,24724
2004/08/28,20:00:00,RSC Anderlecht,35,Gent,7,RSC Anderlecht,65',2,0,True,2004,4,24724
2004/08/28,20:00:00,KVC Westerlo,867,Cercle,12,KVC Westerlo,5',1,0,True,2004,4,24725
2004/08/28,20:00:00,KVC Westerlo,867,Cercle,12,Cercle,83',1,1,True,2004,4,24725
2004/08/28,20:00:00,KVC Westerlo,867,Cercle,12,Cercle,90',1,2,True,2004,4,24725
2004/08/28,20:00:00,KSC Lokeren,201,Mous,376,Mous,66',0,1,True,2004,4,24726
2004/08/28,20:00:00,KSC Lokeren,201,Mous,376,KSC Lokeren,89',1,1,True,2004,4,24726
2004/08/28,20:00:00,RAEC Mons,44,KVO,362,RAEC Mons,35',1,0,True,2004,4,24727
2004/08/28,20:00:00,RAEC Mons,44,KVO,362,RAEC Mons,60',2,0,True,2004,4,24727
2004/08/28,20:00:00,Club Brugge,3,Lierse,30,Club Brugge,79',1,0,True,2004,4,24728
2004/08/28,20:00:00,Standard Luik,16,FC Mol,504,FC Mol,13',0,1,True,2004,4,24729
2004/08/28,20:00:00,Standard Luik,16,FC Mol,504,Standard Luik,48',1,1,True,2004,4,24729
2004/08/28,20:00:00,Standard Luik,16,FC Mol,504,FC Mol,52',1,2,True,2004,4,24729
2004/08/28,20:00:00,Standard Luik,16,FC Mol,504,FC Mol,68',1,3,True,2004,4,24729
2004/08/29,15:00:00,St-Truidense VV,322,BEV,768,BEV,30',1,3,False,2004,4,24730
2004/08/29,15:00:00,St-Truidense VV,322,BEV,768,BEV,90',0,1,True,2004,4,24730
2004/08/29,15:00:00,Germ. Beerschot,155,RCSC,None,RCSC,10',0,1,True,2004,4,24731
2004/09/11,20:00:00,FC Brussel,1,KVCWes,None,FC Brussel,56',,,False,2004,5,24734
2004/09/11,20:00:00,FC Brussel,1,KVCWes,None,KVCWes,60',0,1,True,2004,5,24734
2004/09/11,20:00:00,R Charleroi SC,29,FCB,253,FCB,48',0,1,True,2004,5,24735
2004/09/11,20:00:00,KAA Gent,7,STVV,None,KAA Gent,13',1,0,True,2004,5,24736
2004/09/11,20:00:00,KAA Gent,7,STVV,None,KAA Gent,79',2,0,True,2004,5,24736
2004/09/11,20:00:00,KAA Gent,7,STVV,None,STVV,83',2,1,True,2004,5,24736
2004/09/11,20:00:00,KV Oostende,31,RSCA,None,KV Oostende,22',2,1,False,2004,5,24737
2004/09/11,20:00:00,KV Oostende,31,RSCA,None,RSCA,24',0,1,True,2004,5,24737
2004/09/11,20:00:00,KV Oostende,31,RSCA,None,RSCA,48',0,2,True,2004,5,24737
2004/09/11,20:00:00,KV Oostende,31,RSCA,None,KV Oostende,73',1,2,True,2004,5,24737
2004/09/11,20:00:00,KV Oostende,31,RSCA,None,RSCA,90',1,3,True,2004,5,24737
2004/09/11,20:00:00,Lierse SK,4079,RAEC M,44,Lierse SK,10',1,0,True,2004,5,24738
2004/09/11,20:00:00,Lierse SK,4079,RAEC M,44,Lierse SK,51',2,0,True,2004,5,24738
2004/09/11,20:00:00,Lierse SK,4079,RAEC M,44,Lierse SK,70',3,0,True,2004,5,24738
2004/09/11,20:00:00,Lierse SK,4079,RAEC M,44,Lierse SK,80',4,0,True,2004,5,24738
2004/09/11,20:00:00,Lierse SK,4079,RAEC M,44,RAEC M,88',4,1,True,2004,5,24738
2004/09/12,15:00:00,Cercle Brugge,12,GBA,None,GBA,34',0,1,True,2004,5,24733
2004/09/12,15:00:00,Cercle Brugge,12,GBA,None,Cercle Brugge,62',1,1,True,2004,5,24733
2004/09/12,15:00:00,Cercle Brugge,12,GBA,None,Cercle Brugge,76',2,1,True,2004,5,24733
2004/09/12,15:00:00,Cercle Brugge,12,GBA,None,Cercle Brugge,79',2,1,False,2004,5,24733
2004/09/12,15:00:00,Cercle Brugge,12,GBA,None,GBA,86',2,1,False,2004,5,24733
2004/09/12,15:00:00,KSC Lokeren,201,RAA La,51,KSC Lokeren,16',1,0,True,2004,5,24739
2004/09/12,15:00:00,KSC Lokeren,201,RAA La,51,RAA La,40',1,0,False,2004,5,24739
2004/09/12,15:00:00,Exc. Mouscron,None,BEV,768,Exc. Mouscron,25',1,0,True,2004,5,24740
2004/09/12,15:00:00,Exc. Mouscron,None,BEV,768,BEV,55',1,0,False,2004,5,24740
2004/09/12,15:00:00,Exc. Mouscron,None,BEV,768,Exc. Mouscron,59',1,0,False,2004,5,24740
2004/09/12,20:30:00,KRC Genk,290,SL,231,KRC Genk,2',1,0,False,2004,5,24732
2004/09/12,20:30:00,KRC Genk,290,SL,231,KRC Genk,54',1,0,True,2004,5,24732
2004/09/12,20:30:00,KRC Genk,290,SL,231,SL,63',1,1,True,2004,5,24732
2003/08/08,20:30:00,Club Brugge,3,Genk,290,Club Brugge,58',1,0,True,2003,1,413
2003/08/09,20:00:00,RSC Anderlecht,35,RAFC,2449,RSC Anderlecht,35',1,0,True,2003,1,420
2003/08/09,20:00:00,RSC Anderlecht,35,RAFC,2449,RAFC,38',1,1,True,2003,1,420
2003/08/09,20:00:00,RSC Anderlecht,35,RAFC,2449,RSC Anderlecht,45+2',2,1,True,2003,1,420
2003/08/09,20:00:00,RSC Anderlecht,35,RAFC,2449,RSC Anderlecht,82',3,1,True,2003,1,420
2003/08/09,20:00:00,R Charleroi SC,29,Lierse,30,Lierse,88',0,1,True,2003,1,421
2003/08/09,20:00:00,Germ. Beerschot,155,RAEC M,44,Germ. Beerschot,52',1,0,True,2003,1,423
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,Gent,3',0,1,True,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,KSK Beveren,20',1,1,True,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,KSK Beveren,44',2,1,True,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,Gent,45',2,2,True,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,KSK Beveren,52',2,2,False,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,KSK Beveren,63',2,2,False,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,Gent,65',2,3,True,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,KSK Beveren,73',2,3,False,2003,1,443
2003/08/10,15:00:00,KSK Beveren,968,Gent,7,Gent,74',2,4,True,2003,1,443
2003/08/10,20:00:00,Exc. Mouscron,None,SL,231,SL,8',0,1,True,2003,1,445
2003/08/10,20:00:00,Exc. Mouscron,None,SL,231,SL,33',0,2,True,2003,1,445
2003/08/10,20:00:00,Exc. Mouscron,None,SL,231,Exc. Mouscron,44',1,2,True,2003,1,445
2003/08/10,20:00:00,Exc. Mouscron,None,SL,231,Exc. Mouscron,82',2,2,True,2003,1,445
2003/08/16,18:00:00,KAA Gent,7,RSCA,None,RSCA,4',0,1,True,2003,2,629
2003/08/16,18:00:00,KAA Gent,7,RSCA,None,KAA Gent,30',1,1,True,2003,2,629
2003/08/16,18:00:00,KAA Gent,7,RSCA,None,RSCA,55',1,2,True,2003,2,629
2003/08/16,18:00:00,KAA Gent,7,RSCA,None,RSCA,87',1,2,False,2003,2,629
2003/08/16,18:00:00,KAA Gent,7,RSCA,None,RSCA,89',1,3,True,2003,2,629
2003/08/16,20:00:00,Antwerp FC,1,KVCWes,None,Antwerp FC,36',1,0,True,2003,2,632
2003/08/16,20:00:00,Antwerp FC,1,KVCWes,None,Antwerp FC,54',2,0,True,2003,2,632
2003/08/16,20:00:00,Antwerp FC,1,KVCWes,None,KVCWes,82',2,1,True,2003,2,632
2003/08/16,20:00:00,La Louviere,51,Heusde,926,La Louviere,1',1,0,True,2003,2,633
2003/08/16,20:00:00,La Louviere,51,Heusde,926,La Louviere,38',2,0,True,2003,2,633
2003/08/16,20:00:00,KRC Genk,290,RCSC,None,KRC Genk,58',1,0,True,2003,2,631
2003/08/16,20:00:00,KRC Genk,290,RCSC,None,KRC Genk,72',2,0,True,2003,2,631
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,Mous,31',0,1,True,2003,2,651
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,RAEC Mons,38',1,1,True,2003,2,651
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,RAEC Mons,44',2,1,True,2003,2,651
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,Mous,70',2,2,True,2003,2,651
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,Mous,87',2,3,True,2003,2,651
2003/08/17,15:00:00,RAEC Mons,44,Mous,376,RAEC Mons,90',3,3,True,2003,2,651
2003/08/17,15:00:00,Cercle Brugge,12,FCB,253,FCB,9',0,1,True,2003,2,652
2003/08/17,15:00:00,Cercle Brugge,12,FCB,253,Cercle Brugge,12',0,1,False,2003,2,652
2003/08/17,15:00:00,Cercle Brugge,12,FCB,253,Cercle Brugge,40',0,1,False,2003,2,652
2003/08/17,15:00:00,Cercle Brugge,12,FCB,253,FCB,41',0,2,True,2003,2,652
2003/08/17,20:00:00,Standard Luik,16,LOK,801,LOK,44',0,2,False,2003,2,653
2003/08/17,20:00:00,Standard Luik,16,LOK,801,Standard Luik,56',0,2,False,2003,2,653
2003/08/17,20:00:00,Standard Luik,16,LOK,801,Standard Luik,83',1,0,True,2003,2,653
2004/01/24,20:00:00,St-Truidense VV,322,BEV,768,BEV,48',0,1,True,2003,2,4007
2004/01/24,20:00:00,St-Truidense VV,322,BEV,768,St-Truidense VV,86',1,1,True,2003,2,4007
2003/08/23,18:00:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,60',1,0,True,2003,3,840
2003/08/23,18:00:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,71',2,0,True,2003,3,840
2003/08/23,18:00:00,RSC Anderlecht,35,STVV,None,RSC Anderlecht,81',3,0,True,2003,3,840
2003/08/23,20:00:00,Exc. Mouscron,None,Lierse,30,Exc. Mouscron,50',1,0,True,2003,3,841
2003/08/23,20:00:00,Exc. Mouscron,None,Lierse,30,Lierse,75',1,1,True,2003,3,841
2003/08/23,20:00:00,Exc. Mouscron,None,Lierse,30,Lierse,82',1,1,False,2003,3,841
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,Club Brugge,19',1,0,True,2003,3,842
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,RAA La,26',1,1,True,2003,3,842
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,Club Brugge,60',2,1,True,2003,3,842
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,RAA La,72',2,2,True,2003,3,842
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,RAA La,90',2,3,True,2003,3,842
2003/08/23,20:00:00,Club Brugge,3,RAA La,51,Club Brugge,90+1',3,3,True,2003,3,842
2003/08/23,20:00:00,KVC Westerlo,867,Gent,7,Gent,40',0,1,True,2003,3,843
2003/08/23,20:00:00,KVC Westerlo,867,Gent,7,KVC Westerlo,43',1,1,True,2003,3,843
2003/08/23,20:00:00,KVC Westerlo,867,Gent,7,KVC Westerlo,58',2,1,True,2003,3,843
2003/08/23,20:00:00,KVC Westerlo,867,Gent,7,Gent,64',2,2,True,2003,3,843
2003/08/23,20:00:00,KSC Lokeren,201,BEV,768,BEV,33',0,1,True,2003,3,844
2003/08/23,20:00:00,KSC Lokeren,201,BEV,768,BEV,59',0,2,True,2003,3,844
2003/08/23,20:00:00,KSC Lokeren,201,BEV,768,BEV,65',0,2,False,2003,3,844
2003/08/23,20:00:00,KSC Lokeren,201,BEV,768,KSC Lokeren,86',1,2,True,2003,3,844
2003/08/23,20:00:00,Standard Luik,16,RAEC M,44,Standard Luik,5',1,0,True,2003,3,845
2003/08/23,20:00:00,Standard Luik,16,RAEC M,44,Standard Luik,11',2,0,True,2003,3,845
2003/08/23,20:00:00,Standard Luik,16,RAEC M,44,RAEC M,73',2,0,False,2003,3,845
2003/08/23,20:00:00,Standard Luik,16,RAEC M,44,Standard Luik,73',3,0,True,2003,3,845
2003/08/23,20:00:00,Standard Luik,16,RAEC M,44,Standard Luik,75',4,0,True,2003,3,845
2003/08/24,15:00:00,Germ. Beerschot,155,Genk,290,Genk,11',0,1,True,2003,3,862
2003/08/24,15:00:00,Germ. Beerschot,155,Genk,290,Genk,41',0,1,False,2003,3,862
2003/08/24,15:00:00,Germ. Beerschot,155,Genk,290,Genk,51',0,2,True,2003,3,862
2003/08/24,15:00:00,Germ. Beerschot,155,Genk,290,Germ. Beerschot,57',1,2,True,2003,3,862
2003/08/24,15:00:00,Germ. Beerschot,155,Genk,290,Germ. Beerschot,88',2,2,True,2003,3,862
2003/08/29,20:30:00,Lierse SK,4079,SL,231,SL,54',0,1,True,2003,4,1031
2003/08/30,20:00:00,St-Truidense VV,322,KVCWes,None,St-Truidense VV,85',0,1,False,2003,4,1046
2003/08/30,20:00:00,Cercle Brugge,12,GBA,None,Cercle Brugge,67',1,0,True,2003,4,1048
2003/08/30,20:00:00,Antwerp FC,1,FCB,253,FCB,27',0,1,True,2003,4,1049
2003/08/30,20:00:00,Antwerp FC,1,FCB,253,FCB,59',0,2,True,2003,4,1049
2003/08/30,20:00:00,Antwerp FC,1,FCB,253,FCB,71',0,3,True,2003,4,1049
2003/08/30,20:00:00,Antwerp FC,1,FCB,253,FCB,74',0,4,True,2003,4,1049
2003/08/31,15:00:00,KAA Gent,7,Heusde,926,Heusde,3',0,4,False,2003,4,1068
2003/08/31,15:00:00,KAA Gent,7,Heusde,926,KAA Gent,5',1,0,True,2003,4,1068
2003/08/31,15:00:00,KAA Gent,7,Heusde,926,Heusde,14',1,0,False,2003,4,1068
2003/08/31,15:00:00,KAA Gent,7,Heusde,926,KAA Gent,90',2,0,True,2003,4,1068
2003/08/31,15:00:00,KRC Genk,290,Mous,376,KRC Genk,28',1,0,True,2003,4,1067
2003/08/31,15:00:00,KRC Genk,290,Mous,376,KRC Genk,68',2,0,True,2003,4,1067
2003/08/31,20:00:00,RAEC Mons,44,LOK,801,LOK,5',0,1,True,2003,4,1069
2003/08/31,20:00:00,RAEC Mons,44,LOK,801,RAEC Mons,70',0,1,False,2003,4,1069
2003/08/31,20:00:00,RAEC Mons,44,LOK,801,RAEC Mons,77',1,1,True,2003,4,1069
2003/08/31,20:00:00,RAEC Mons,44,LOK,801,RAEC Mons,90',1,1,False,2003,4,1069
2004/02/07,20:00:00,KSK Beveren,968,RSCA,None,KSK Beveren,25',1,0,True,2003,4,4381
2004/02/07,20:00:00,KSK Beveren,968,RSCA,None,KSK Beveren,58',2,0,True,2003,4,4381
2004/02/07,20:00:00,KSK Beveren,968,RSCA,None,RSCA,66',2,1,True,2003,4,4381
2004/02/07,20:00:00,KSK Beveren,968,RSCA,None,RSCA,78',2,2,True,2003,4,4381
2004/02/07,20:00:00,KSK Beveren,968,RSCA,None,RSCA,83',2,3,True,2003,4,4381
2003/09/12,20:30:00,Heusden-Zolder,2369,STVV,None,STVV,3',0,1,True,2003,5,1226
2003/09/12,20:30:00,Heusden-Zolder,2369,STVV,None,STVV,84',0,1,False,2003,5,1226
2003/09/13,18:00:00,KSC Lokeren,201,RSCA,None,RSCA,62',0,1,True,2003,5,1250
2003/09/13,18:00:00,KSC Lokeren,201,RSCA,None,RSCA,73',0,2,True,2003,5,1250
2003/09/13,18:00:00,KSC Lokeren,201,RSCA,None,RSCA,83',0,3,True,2003,5,1250
2003/09/13,18:00:00,KSC Lokeren,201,RSCA,None,RSCA,86',0,4,True,2003,5,1250
2003/09/13,20:00:00,KVC Westerlo,867,BEV,768,BEV,30',0,1,True,2003,5,1251
2003/09/13,20:00:00,KVC Westerlo,867,BEV,768,BEV,39',0,2,True,2003,5,1251
2003/09/13,20:00:00,KVC Westerlo,867,BEV,768,KVC Westerlo,62',1,2,True,2003,5,1251
2003/09/13,20:00:00,KVC Westerlo,867,BEV,768,KVC Westerlo,64',2,2,True,2003,5,1251
2003/09/13,20:00:00,KVC Westerlo,867,BEV,768,KVC Westerlo,80',3,2,True,2003,5,1251
2003/09/13,20:00:00,R Charleroi SC,29,RAFC,2449,RAFC,35',0,1,True,2003,5,1252
2003/09/13,20:00:00,R Charleroi SC,29,RAFC,2449,R Charleroi SC,56',0,1,False,2003,5,1252
2003/09/13,20:00:00,Club Brugge,3,Gent,7,Club Brugge,42',1,0,True,2003,5,1253
2003/09/13,20:00:00,Club Brugge,3,Gent,7,Gent,87',1,1,True,2003,5,1253
2003/09/13,20:00:00,Germ. Beerschot,155,RAA La,51,Germ. Beerschot,74',1,1,False,2003,5,1254
2003/09/14,13:00:00,Standard Luik,16,Genk,290,Genk,7',0,1,True,2003,5,1284
2003/09/14,13:00:00,Standard Luik,16,Genk,290,Genk,90',0,2,True,2003,5,1284
2003/09/14,15:00:00,Exc. Mouscron,None,Cercle,12,Exc. Mouscron,12',1,0,True,2003,5,1285
2003/09/14,15:00:00,Exc. Mouscron,None,Cercle,12,Exc. Mouscron,36',2,0,True,2003,5,1285
2003/09/14,15:00:00,Exc. Mouscron,None,Cercle,12,Exc. Mouscron,51',3,0,True,2003,5,1285
2003/09/14,15:00:00,Exc. Mouscron,None,Cercle,12,Exc. Mouscron,77',4,0,True,2003,5,1285
2003/09/14,15:00:00,RAEC Mons,44,Lierse,30,Lierse,15',0,1,True,2003,5,1286
2003/09/14,15:00:00,RAEC Mons,44,Lierse,30,Lierse,39',0,2,True,2003,5,1286
2003/09/14,15:00:00,RAEC Mons,44,Lierse,30,RAEC Mons,70',1,2,True,2003,5,1286
2003/09/14,15:00:00,RAEC Mons,44,Lierse,30,Lierse,82',1,3,True,2003,5,1286
2002/08/09,20:00:00,KRC Genk,290,LOK,801,LOK,18',0,1,True,2002,1,977635
2002/08/09,20:00:00,KRC Genk,290,LOK,801,LOK,48',0,2,True,2002,1,977635
2002/08/09,20:00:00,KRC Genk,290,LOK,801,KRC Genk,52',1,2,True,2002,1,977635
2002/08/09,20:00:00,KRC Genk,290,LOK,801,KRC Genk,58',2,2,True,2002,1,977635
2002/08/09,20:00:00,KRC Genk,290,LOK,801,LOK,85',2,3,True,2002,1,977635
2002/08/09,20:30:00,Standard Luik,16,Mous,376,Mous,72',0,1,True,2002,1,977636
2002/08/09,20:30:00,Standard Luik,16,Mous,376,Mous,82',0,2,True,2002,1,977636
2002/08/09,20:30:00,Standard Luik,16,Mous,376,Mous,89',0,3,True,2002,1,977636
2002/08/10,20:00:00,Germ. Beerschot,155,STVV,None,Germ. Beerschot,20',1,0,True,2002,1,977638
2002/08/10,20:00:00,Germ. Beerschot,155,STVV,None,Germ. Beerschot,25',2,0,True,2002,1,977638
2002/08/10,20:00:00,Germ. Beerschot,155,STVV,None,STVV,39',2,1,True,2002,1,977638
2002/08/10,20:00:00,Germ. Beerschot,155,STVV,None,Germ. Beerschot,50',3,1,True,2002,1,977638
2002/08/10,20:00:00,Germ. Beerschot,155,STVV,None,STVV,74',3,2,True,2002,1,977638
2002/08/10,20:00:00,Lommel SK,855,Lierse,30,Lommel SK,19',1,0,True,2002,1,977639
2002/08/10,20:00:00,Lommel SK,855,Lierse,30,Lierse,61',1,1,True,2002,1,977639
2002/08/10,20:00:00,Lommel SK,855,Lierse,30,Lierse,70',1,2,True,2002,1,977639
2002/08/10,20:00:00,KSK Beveren,968,RAEC M,44,KSK Beveren,17',1,0,True,2002,1,977640
2002/08/10,20:00:00,KSK Beveren,968,RAEC M,44,KSK Beveren,36',2,0,True,2002,1,977640
2002/08/10,20:00:00,KSK Beveren,968,RAEC M,44,KSK Beveren,46',3,0,True,2002,1,977640
2002/08/10,20:00:00,KVC Westerlo,867,RSCA,None,RSCA,35',0,1,True,2002,1,977641
2002/08/10,20:00:00,KVC Westerlo,867,RSCA,None,RSCA,88',0,2,True,2002,1,977641
2002/08/10,20:00:00,KV Mechelen,25,RCSC,None,KV Mechelen,58',1,0,True,2002,1,977642
2002/08/11,20:00:00,La Louviere,51,FCB,253,FCB,11',0,1,True,2002,1,977643
2002/08/11,20:00:00,La Louviere,51,FCB,253,La Louviere,20',1,1,True,2002,1,977643
2002/08/11,20:00:00,La Louviere,51,FCB,253,FCB,50',1,2,True,2002,1,977643
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Genk,6',0,1,True,2002,2,980395
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Genk,15',0,2,True,2002,2,980395
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Antwerp FC,55',1,2,True,2002,2,980395
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Genk,56',1,3,True,2002,2,980395
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Genk,75',1,4,True,2002,2,980395
2002/08/17,18:00:00,Antwerp FC,1,Genk,290,Antwerp FC,79',2,4,True,2002,2,980395
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,KSC Lokeren,10',1,0,True,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,GBA,41',1,0,False,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,KSC Lokeren,42',2,0,True,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,GBA,80',2,0,False,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,KSC Lokeren,81',2,0,False,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,KSC Lokeren,82',3,0,True,2002,2,980396
2002/08/17,20:00:00,KSC Lokeren,201,GBA,None,GBA,84',3,1,True,2002,2,980396
2002/08/17,20:00:00,RSC Anderlecht,35,KVM,None,RSC Anderlecht,15',1,0,True,2002,2,980397
2002/08/17,20:00:00,RSC Anderlecht,35,KVM,None,RSC Anderlecht,19',2,0,True,2002,2,980397
2002/08/17,20:00:00,RSC Anderlecht,35,KVM,None,KVM,28',2,1,True,2002,2,980397
2002/08/17,20:00:00,RSC Anderlecht,35,KVM,None,RSC Anderlecht,40',3,1,True,2002,2,980397
2002/08/17,20:00:00,RSC Anderlecht,35,KVM,None,RSC Anderlecht,57',4,1,True,2002,2,980397
2002/08/17,20:00:00,RAEC Mons,44,KVCWes,None,KVCWes,35',4,1,False,2002,2,980398
2002/08/17,20:00:00,RAEC Mons,44,KVCWes,None,RAEC Mons,49',1,0,True,2002,2,980398
2002/08/17,20:00:00,RAEC Mons,44,KVCWes,None,RAEC Mons,65',2,0,True,2002,2,980398
2002/08/17,20:00:00,RAEC Mons,44,KVCWes,None,KVCWes,74',2,1,True,2002,2,980398
2002/08/17,20:00:00,Club Brugge,3,BEV,768,Club Brugge,17',1,0,True,2002,2,980399
2002/08/17,20:00:00,Club Brugge,3,BEV,768,Club Brugge,34',2,0,True,2002,2,980399
2002/08/17,20:00:00,Club Brugge,3,BEV,768,Club Brugge,69',3,0,True,2002,2,980399
2002/08/17,20:00:00,Club Brugge,3,BEV,768,BEV,89',3,0,False,2002,2,980399
2002/08/17,20:00:00,Lierse SK,4079,RAA La,51,Lierse SK,47',1,0,True,2002,2,980400
2002/08/17,20:00:00,Lierse SK,4079,RAA La,51,RAA La,90+2',1,1,True,2002,2,980400
2002/08/18,15:00:00,Exc. Mouscron,None,Gent,7,Exc. Mouscron,60',1,0,True,2002,2,980402
2002/08/18,15:00:00,Exc. Mouscron,None,Gent,7,Exc. Mouscron,73',2,0,True,2002,2,980402
2002/08/18,15:00:00,Exc. Mouscron,None,Gent,7,Gent,77',2,1,True,2002,2,980402
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,SL,4',0,1,True,2002,2,980403
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,R Charleroi SC,15',1,1,True,2002,2,980403
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,R Charleroi SC,42',2,1,True,2002,2,980403
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,SL,47',2,2,True,2002,2,980403
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,SL,49',2,3,True,2002,2,980403
2002/08/18,20:00:00,R Charleroi SC,29,SL,231,R Charleroi SC,65',3,3,True,2002,2,980403
2002/08/24,18:00:00,Standard Luik,16,RSCA,None,RSCA,50',0,1,True,2002,3,980404
2002/08/24,18:00:00,Standard Luik,16,RSCA,None,RSCA,90',0,2,True,2002,3,980404
2002/08/24,20:00:00,Lierse SK,4079,BEV,768,Lierse SK,23',1,0,True,2002,3,980405
2002/08/24,20:00:00,Lierse SK,4079,BEV,768,Lierse SK,90',2,0,True,2002,3,980405
2002/08/24,20:00:00,KVC Westerlo,867,FCB,253,FCB,6',0,1,True,2002,3,980406
2002/08/24,20:00:00,KVC Westerlo,867,FCB,253,FCB,54',0,2,True,2002,3,980406
2002/08/24,20:00:00,Antwerp FC,1,Mous,376,Antwerp FC,27',1,0,True,2002,3,980407
2002/08/24,20:00:00,Antwerp FC,1,Mous,376,Antwerp FC,37',2,0,True,2002,3,980407
2002/08/24,20:00:00,Antwerp FC,1,Mous,376,Antwerp FC,42',3,0,True,2002,3,980407
